Filename,Noun Freq,Verb Freq,Adj Freq,Adv Freq,Unique PER,Unique LOC,Unique ORG
0107.b6.txt,1736.91,1213.28,881.23,408.68,{'Peckham'},set(),"{""Shirley E Peckham's""}"
0137.b6.txt,1749.0,1255.01,907.88,534.05,{'Peckham'},set(),set()
0151.b6.txt,1516.29,1328.32,676.69,563.91,"{'Shirley E Peckham', 'Peckhams', 'Peckham'}",set(),set()
0157.b6.txt,1215.47,1395.03,704.42,635.36,"{""Shirley E Peckham's"", 'Peckham'}",set(),set()
0158.b6.txt,1522.49,1257.21,749.71,657.44,"{'Shirley E Peckham', 'Peckham'}",set(),set()
0178.b6.txt,1752.9,1119.32,897.57,559.66,{'Peckham'},set(),"{'Shirley E Peckham', ""Shirley E Peckham's""}"
0185.b6.txt,1609.2,1307.47,747.13,416.67,"{'Peckham', 'Shirley E. Peckham'}",set(),set()
0198.b6.txt,1542.94,1193.6,727.8,451.24,"{'Shirley E Peckham', 'Peckham', 'Mrs Peckham'}",set(),set()
0219.b6.txt,1687.59,1311.02,516.04,376.57,{'Peckham'},set(),set()
0223.b6.txt,1706.1,1207.97,684.93,635.12,"{'Shirley E Peckham', 'Peckham'}",set(),set()
0238.b6.txt,1384.86,1417.07,805.15,418.68,"{'Shirley Peckhams', 'Shirley Peckham'}",set(),set()
0318.b6.txt,1754.9,980.39,852.94,450.98,"{'Mrs Peckhams', 'Peckhams', 'Mrs Peckham', 'Peckham', 'Shirley E Peckhams'}",set(),"{'nurished', 'lang-uage'}"
